Name,DOB,Cons,Cons Party,Cons Electoral District,I,I Party,I Electoral District,II,II Party,II Electoral District,III,III Party,III Electoral District,IV,IV Party,IV Electoral District,V,V Party,V Electoral District,VI,VI Party,VI Electoral District,VII,VII Party,VII Electoral District,VIII,VIII Party,VIII Electoral District,IX,IX Party,IX Electoral District,X,X Party,X Electoral District,XI,XI Party,XI Electoral District,XII,XII Party,XII Electoral District,XIII,XIII Party,XIII Electoral District,XIV,XIV Party,XIV Electoral District,XV,XV Party,XV Electoral District
Artur Ryder Torres Pereira,1950-08-22,0,,,0,,,0,,,0,,,1,PSD,PORTALEGRE,0,,,0,,,1,PSD,PORTALEGRE,1,PSD,VIANA DO CASTELO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Ana Maria Benavente da Silva Nuno,1945-08-11,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,SANTARÉM,1,PS,VISEU,1,PS,VISEU,0,,,0,,,0,,,0,,,0,,,0,,
Silvino Manuel Gomes Sequeira,1948-07-24,0,,,0,,,0,,,1,PS,SANTARÉM,0,,,0,,,0,,,1,PS,SANTARÉM,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Rui Manuel Palácio Carreteiro,1967-08-03,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,SANTARÉM,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Antonio Ribeiro Mendes,1962-07-25,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,SANTARÉM,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Nelson Madeira Baltazar,1951-06-15,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,SANTARÉM,1,PS,SANTARÉM,1,PS,SANTARÉM,1,PS,SANTARÉM,0,,,0,,,0,,,0,,,0,,
Vasco Manuel Henriques Cunha,1965-03-23,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,SANTARÉM,0,,,1,PSD,SANTARÉM,1,PSD,SANTARÉM,1,PSD,SANTARÉM,1,PSD,SANTARÉM,0,,,0,,,0,,
Maria Helena Pereira Nogueira Santo,1962-10-05,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,CDS-PP,SANTARÉM,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Carlos Alberto Maia Neto,1967-01-21,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,CDS-PP,SANTARÉM,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria Luísa Raimundo Mesquita,1949-04-10,0,,,0,,,0,,,1,PCP,SANTARÉM,0,,,0,,,0,,,1,PCP,SANTARÉM,1,PCP,SANTARÉM,1,PCP,SANTARÉM,1,Não Inscrito desde 2007-11-30  PCP até 2007-11-30,SANTARÉM,0,,,0,,,0,,,0,,,0,,
Valdemar Rodrigues Henriques,1949-10-30,0,,,0,,,0,,,1,PCP,SANTARÉM,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Francisco Antonio Lucas Pires,1945-01-01,0,,,1,CDS,PORTO,1,CDS,COIMBRA,1,CDS,LISBOA,1,CDS,LISBOA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Antonino da Silva Antunes,1946-05-15,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,VIANA DO CASTELO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Antonio Rui Esteves Solheiro,1954-01-09,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,VIANA DO CASTELO,1,PS,VIANA DO CASTELO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel Vaz Carpinteira,1959-04-06,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,VIANA DO CASTELO,1,PS,VIANA DO CASTELO,0,,
Jose de Sampaio Lopes,1944-02-01,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,CASTELO BRANCO,1,PS,CASTELO BRANCO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Manuel Joaquim Barata Frexes,1956-10-10,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,CASTELO BRANCO,1,PSD,CASTELO BRANCO,0,,,0,,,0,,,0,,,1,PSD,CASTELO BRANCO,0,,,0,,
José Adelmo Gouveia Bordalo Junqueiro,1953-06-28,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,VISEU,1,PS,VISEU,1,PS,VISEU,1,PS,VISEU,1,PS,VISEU,1,PS,VISEU,0,,,0,,,0,,
Joaquim Sebastiao Sarmento da Fonseca Almeida,1952-02-18,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,VISEU,1,PS,VISEU,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Isabel Maria Soares Pinto Zacarias,1957-01-01,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,VISEU,0,,,0,,,0,,,0,,,0,,,0,,,0,,
João Alberto Martins Sobral,1957-05-27,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,VISEU,1,PS,VISEU,0,,,0,,,0,,,0,,,0,,,0,,
Antonio Jorge de Figueiredo Lopes,1937-01-01,0,,,0,,,0,,,0,,,1,PSD,VISEU,0,,,0,,,1,PSD,VISEU,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Fernando de Carvalho Ruas,1949-01-15,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,VISEU,0,,
Adriano de Lima Gouveia Azevedo,1960-01-01,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,VISEU,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Afonso de Pinto Galvão Lucas,1944-09-19,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,CDS-PP,VISEU,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Francisco Amadeu Gonçalves Peixoto,1958-11-18,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,CDS-PP,VISEU,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Helder do Amaral,1967-06-08,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,CDS-PP,VISEU,1,CDS-PP,VISEU,1,CDS-PP,VISEU,1,CDS-PP,VISEU,1,CDS-PP,VISEU,0,,,0,,
Carlos Alberto Silva Gonçalves,1961-10-20,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,EUROPA,1,PSD,EUROPA,1,PSD,EUROPA,1,PSD,EUROPA,1,PSD,EUROPA,1,PSD,EUROPA,0,,
António Francisco Dias Costa,1955-12-21,0,,,0,,,0,,,1,PSD,EUROPA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Jorge Mammerickx da Trindade,1948-01-01,0,,,0,,,0,,,1,PS,MADEIRA,0,,,0,,,0,,,1,PS,MADEIRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Arlindo Cipriano Oliveira,1942-09-16,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,MADEIRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Rolando Lima Lalanda Gonçalves,1959-07-18,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,AÇORES,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Paulo Manuel Pacheco da Silveira,1951-01-01,0,,,0,,,0,,,1,PSD,AÇORES,0,,,1,PSD,AÇORES,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Manuel de Medeiros Ferreira,1942-02-20,1,PS,LISBOA,1,Independente desde 1978-09-08  PS até 1978-09-08,LISBOA,0,,,0,,,1,PRD,LISBOA,0,,,0,,,1,PS,AÇORES,1,PS,AÇORES,1,PS,AÇORES,0,,,0,,,0,,,0,,,0,,,0,,
Sérgio Humberto Rocha de Ávila,1968-12-28,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,AÇORES,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,AÇORES
Jose Maria Teixeira Dias,1937-02-09,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,AÇORES,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Domingos de Ascensão Cabeças,1952-02-27,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Pedro Ricardo Cavaco Castanheira Jorge,1973-11-16,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,COIMBRA,1,PS,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Rui Manuel dos Santos Namorado,1941-04-30,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Jaime Adalberto Simoes Ramos,1952-01-01,0,,,1,PPD,COIMBRA,1,PSD,COIMBRA,1,PSD,COIMBRA,0,,,0,,,0,,,1,PSD,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Gonçalo Dinis Quaresma Sousa Capitão,1971-05-09,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,COIMBRA,0,,,1,PSD,LISBOA,1,PSD,LISBOA,0,,,0,,,0,,,0,,,0,,
José Manuel Macedo Abrantes,1953-01-01,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António José Gavino Paixão,1963-09-19,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,BEJA,1,PS,BEJA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Paulo Jorge Lúcio Arsénio,1971-10-29,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,BEJA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Raúl Guerreiro Mendes dos Santos,1959-07-11,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,PORTO,0,,,0,,,0,,,0,,,0,,
António João Rodeia Machado,1948-03-07,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PCP,BEJA,1,PCP,BEJA,1,PCP,BEJA,0,,,0,,,0,,,0,,,0,,,0,,
Luís Afonso Cerqueira Natividade Candal,1971-03-02,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO,0,,,0,,,0,,,0,,
Augusto Carlos dos Santos Leite,1954-04-14,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
João Carlos da Costa Ferreira da Silva,1964-03-17,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,AVEIRO,1,PS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Aníbal Marcelino Gouveia,1936-01-11,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Celestino Pereira de Almeida,1950-01-01,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria Amélia Rodrigues Costa de Brito,1951-01-01,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria Cecília Reis de Almeida Oliveira,1952-01-01,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Isménia Aurora Salgado dos Anjos Vieira Franco,1946-02-07,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,AVEIRO,0,,,1,PSD,AVEIRO,1,PSD,AVEIRO,0,,,0,,,0,,,0,,,0,,
Alda Maria Antunes Vieira,1949-06-23,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,CDS-PP,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Rui Miguel Gama Vasconcelos Pedrosa de Moura,1969-05-17,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,CDS-PP,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Carlos Correia Mota de Andrade,1955-11-25,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,BRAGANÇA,1,PS,BRAGANÇA,1,PS,BRAGANÇA,1,PS,BRAGANÇA,1,PS,BRAGANÇA,1,PS,BRAGANÇA,0,,,0,,,0,,
Adérito Joaquim Ferro Pires,1963-05-06,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,BRAGANÇA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António João Ribeiro Sampaio,1949-01-01,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Luís Manuel Areias Fontes,1968-01-01,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,VILA REAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Vítor Manuel Ribeiro Fernandes de Almeida,1952-01-01,0,,,1,PS,VILA REAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Rui Jorge Cordeiro Gonçalves dos Santos,1969-01-24,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,VILA REAL,0,,,0,,,0,,
Eduardo Eugenio Castro de Azevedo Soares,1941-01-23,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,VILA REAL,1,PSD,PORTO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Jose Manuel da Costa Pereira,1950-11-11,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,VILA REAL,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Vital Martins Moreira,1944-11-08,1,PCP,COIMBRA,1,PCP,LISBOA,1,PCP,AVEIRO,0,,,0,,,0,,,0,,,1,PS,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Belmiro Moita da Costa,1946-12-21,0,,,0,,,0,,,1,PS,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
João Soares Palmeiro Novo,1963-06-18,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,PORTALEGRE,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António José Guimarães Fernandes Dias,1955-12-17,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,VIANA DO CASTELO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
João Manuel Gomes Marques,1959-11-04,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,LEIRIA,1,PSD,LEIRIA
Hugo José Teixeira Velosa,1948-04-18,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,MADEIRA,1,PSD,MADEIRA,1,PSD,MADEIRA,1,PSD,MADEIRA,1,PSD,MADEIRA,1,PSD,MADEIRA,0,,,0,,,0,,
Maria de Lurdes Lara Teixeira,1955-01-13,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,FORA DA EUROPA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria do Carmo de Jesus Amaro Sequeira,1953-01-19,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,CASTELO BRANCO,1,PS,CASTELO BRANCO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Luís António do Rosário Veríssimo,1943-06-11,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Filipe Mesquita Vital,1974-05-18,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,FARO,1,PS,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Bernardo Coelho de Pinho,1947-08-25,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,CDS-PP,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Carlos Manuel de Sá Correia,1963-02-14,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,CDS-PP,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Armelim Santos Amaral,1946-03-03,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,CDS-PP,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Mafalda Cristina Mata de Oliveira Troncho,1973-11-23,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,ÉVORA,1,PS,ÉVORA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Dinis Manuel Prata Costa,1972-11-12,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,BRAGANÇA,1,PS,BRAGANÇA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Alves Cardoso,1953-10-27,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,AVEIRO,0,,,0,,,0,,,0,,,1,PS,AVEIRO,1,PS,AVEIRO,0,,,0,,
Rui Manuel Leal Marqueiro,1952-06-09,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Margarida Maria Santos Soares da Rocha Gariso,1961-01-01,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Teresa Maria Neto Venda,1953-08-30,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,AVEIRO,1,PS,BRAGA,1,PS,BRAGA,1,PS,BRAGA,0,,,0,,,0,,,0,,
Carlos Filipe de Andrade Neto Brandão,1968-09-09,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO,1,PS,AVEIRO
Armando Manuel Dinis Vieira,1948-06-03,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Manuel da Cruz Silva,1943-05-23,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,AVEIRO,1,PSD,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,
Gonçalo Miguel Lopes Breda Marques,1970-09-07,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,AVEIRO,1,PSD,AVEIRO,0,,,0,,,0,,,0,,,0,,,0,,
Luís Filipe Montenegro Cardoso de Morais Esteves,1973-02-16,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,AVEIRO,1,PSD,AVEIRO,1,PSD,AVEIRO,1,PSD,AVEIRO,1,PSD,AVEIRO,0,,,0,,
João Macedo Lourenço,1950-08-24,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Francisco Soares Mesquita Machado,1948-01-01,0,,,1,PS,BRAGA,1,PS,BRAGA,1,PS,BRAGA,0,,,1,PS,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Luís Miguel Gomes Miranda Teixeira,1969-11-06,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,BRAGA,1,PS,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,
Ricardo Manuel Ferreira Gonçalves,1957-09-13,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,BRAGA,1,PS,BRAGA,1,PS,BRAGA,1,PS,BRAGA,1,PS,BRAGA,0,,,0,,,0,,
Isabel Maria Pinto Nunes Jorge,1953-02-10,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,BRAGA,1,PS,BRAGA,1,PS,BRAGA,0,,,0,,,0,,,0,,,0,,
José Manuel Ferreira Fernandes,1967-01-01,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Luís Cirilo Amorim de Campos Carvalho,1959-10-20,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,BRAGA,1,PSD,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,
Joaquim Virgílio Leite Almeida Costa,1943-10-23,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,BRAGA,1,PSD,BRAGA,1,PSD,BRAGA,0,,,0,,,0,,,0,,,0,,
Tomé Silvério Gonçalves Macedo,1942-06-27,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Firmino José Rodrigues Marques,1958-05-20,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,BRAGA,1,PSD,BRAGA
Joaquim Monteiro da Mota E Silva,1971-11-09,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António Fernandes Ribeiro,1950-01-01,0,,,0,,,0,,,0,,,0,,,1,PSD,BRAGA,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
José Duarte de Almeida Ribeiro E Castro,1953-12-24,0,,,1,CDS,BRAGA,1,CDS,LISBOA,0,,,0,,,0,,,0,,,0,,,1,CDS-PP,BRAGA,0,,,0,,,1,CDS-PP,PORTO,1,CDS-PP,PORTO,0,,,0,,,0,,
Ana Maria Dias Mascarenhas,1964-01-01,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Luís Manuel Machado Rodrigues,1939-09-04,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,BRAGANÇA,1,PSD,BRAGANÇA,0,,,0,,,0,,,0,,,0,,,0,,
Armando Martinho Cordeiro Queijo,1956-01-01,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Fernando Manuel Lopes Penha Pereira,1948-05-13,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,CASTELO BRANCO,1,PSD,CASTELO BRANCO,0,,,0,,,0,,,0,,,0,,,0,,
Maria Teresa de Oliveira Ferreira Coimbra,1929-11-29,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Luis Manuel Ferreira Parreirão Gonçalves,1959-10-09,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Vítor Manuel Bento Baptista,1952-05-27,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,COIMBRA,1,PS,COIMBRA,1,PS,COIMBRA,1,PS,COIMBRA,0,,,0,,,0,,,0,,
Maria do Céu da Cruz Vidal Lourenço,1957-02-08,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria Antónia Moreno Areias de Almeida Santos,1962-02-14,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,COIMBRA,0,,,1,PS,COIMBRA,1,PS,COIMBRA,1,PS,LISBOA,1,PS,GUARDA,1,PS,SETÚBAL,1,PS,SETÚBAL
Nuno Miguel Marta de Oliveira da Silva Freitas,1971-06-22,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,COIMBRA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria de Fátima Simões Ramos do Vale Ferreira,1962-01-18,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,COIMBRA,0,,,1,PSD,COIMBRA
Jamila Bárbara Madeira E Madeira,1975-07-17,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,FARO,1,PS,FARO,0,,,1,PS,FARO,0,,,1,PS,FARO,1,PS,FARO,1,PS,FARO
Luís Manuel dos Santos Silva Patrão,1954-12-08,0,,,0,,,1,PS,LISBOA,0,,,0,,,0,,,0,,,0,,,1,PS,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Carlos Alberto,1945-06-26,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Carlos José Gonçalves Vieira de Matos,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria Isabel Fernandes da Silva Soares,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
David Jorge Mascarenhas dos Santos,1960-06-07,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Mário Patinha Antão,1945-06-26,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,FARO,1,PSD,FARO,1,PSD,BRAGA,0,,,0,,,0,,,0,,,0,,
Francisco Augusto Caimoto Amaral,1955-10-21,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Nuno Miguel Sancho Cruz Ramos,1971-04-07,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,FARO,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Maria do Carmo Pires Almeida Borges,1947-12-30,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,GUARDA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
António José Santinho Pacheco,1951-09-01,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,GUARDA,0,,,0,,,0,,,0,,,1,PS,GUARDA,1,PS,GUARDA,0,,
Ana Maria Sequeira Mendes Pires Manso,1956-03-30,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,GUARDA,1,PSD,GUARDA,1,PSD,GUARDA,0,,,0,,,0,,,0,,,0,,
José António Tenreiro Patrocínio,1960-10-31,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PSD,GUARDA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Carlos Manuel Bernardo Ascenso André,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,
Isabel Maria Batalha Vigia Polaco de Almeida,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,LEIRIA,1,PS,LEIRIA,1,PS,LEIRIA,0,,,0,,,0,,,0,,,0,,
António Jorge Freire de Brito Calvete,1959-04-22,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,1,PS,LEIRIA,0,,,0,,,0,,,0,,,0,,,0,,,0,,
